Atleta,Equipe_Janela_Análise,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
O. Yokuşlu,West Bromwich Albion,8,3583,ENG2,2024,Segundo Volante
O. Zbun,Hebar 1918,10,1598,BUL,2024,Extremo
O. Zinchenko,Arsenal,1,1936,ENG1,2024,Lateral
O. Zubkov,Shakhtar Donetsk,10,2083,UKR,2024,Extremo
Oday Dabbagh,Charleroi,12,2060,BEL1,2024,Atacante
Oh Se-Hun,Machida Zelvia,12,2408,JAP,2024,Atacante
Oier Luengo,Real Oviedo,4,3290,SPA2,2024,Zagueiro
Oihan Sancet,Athletic Bilbao,9,2247,SPA1,2024,Meia
Óliver Torres,Sevilla,8,1892,SPA1,2024,Segundo Volante
Omar Al Osad,Al Wakrah,10,1235,QAT,2024,Extremo
Omar Al Somah,Al Arabi,12,2248,QAT,2024,Atacante
Omar Fayed,Novi Pazar,4,1750,SER,2024,Zagueiro
Omar Hawsawi,Al Ittihad,4,1093,SAUD,2024,Zagueiro
Omar Khribin,Al Wahda,12,2211,UAE,2024,Atacante
Omar Marmoush,Eintracht Frankfurt,12,2550,GER1,2024,Atacante
Omar Mascarell,Mallorca,7,1735,SPA1,2024,Primeiro Volante
Omar Saeed,Khorfakkan,1,1213,UAE,2024,Lateral
Omar Santana,Lamia,8,901,GRE,2024,Segundo Volante
Opa Sangante,Dunkerque,4,3241,FRA2,2024,Zagueiro
Oriol Rey,Levante,8,3241,SPA2,2024,Segundo Volante
Oriol Romeu,Barcelona,7,1272,SPA1,2024,Primeiro Volante
Oscar,Shanghai Port,9,2871,CHN,2024,Meia
Óscar De Marcos,Athletic Bilbao,1,2676,SPA1,2024,Lateral
Óscar Melendo,Granada,10,1255,SPA1,2024,Extremo
Óscar Mingueza,Celta de Vigo,1,3459,SPA1,2024,Lateral
Óscar Pinchi,Racing Ferrol,10,919,SPA2,2024,Extremo
Óscar Plano,Elche,12,1365,SPA2,2024,Atacante
Óscar Rivas,Alcorcón,4,2518,SPA2,2024,Zagueiro
Óscar Rodríguez,Getafe,10,1267,SPA1,2024,Extremo
Óscar Sielva,Huesca,8,3308,SPA2,2024,Segundo Volante
Óscar Valentín,Rayo Vallecano,8,3128,SPA1,2024,Segundo Volante
Osvaldo,Vitória,10,1156,BRA1,2024,Extremo
Otávio,Atlético Mineiro,8,2160,BRA1,2024,Segundo Volante
Otávio,Porto,4,2864,POR1,2024,Zagueiro
Otávio,Al Nassr,9,2651,SAUD,2024,Meia
P. Aaronson,Vitesse,8,1346,HOL,2024,Segundo Volante
P. Adorno,2 de Mayo,4,906,PAR,2024,Zagueiro
P. Aguilar,Sportivo Luqueño,4,2107,PAR,2024,Zagueiro
P. Agyemang,Charlotte FC,12,2152,USA,2024,Atacante
P. Almqvist,Lecce,11,2293,ITA1,2024,Extremo
P. Andreev,Levski Sofia,0,3232,BUL,2024,Goleiro
P. Ankersen,København,1,1233,DEN,2024,Lateral
P. Aquino,Santos Laguna,8,1906,MEX,2024,Segundo Volante
P. Arriola,Dallas,1,2711,USA,2024,Lateral
P. Aubameyang,Olympique Marseille,12,2865,FRA1,2024,Atacante
P. Ayala,General Caballero JLM,8,3079,PAR,2024,Segundo Volante
P. Bamford,Leeds United,12,1699,ENG2,2024,Atacante
P. Barrera,Querétaro,10,3136,MEX,2024,Extremo
P. Barrios,Godoy Cruz,4,2061,ARG1,2024,Zagueiro
P. Bellón,León,4,1732,MEX,2024,Zagueiro
P. Bennevendo,Pumas UNAM,1,2104,MEX,2024,Lateral
P. Bernardoni,Yverdon Sport,0,1951,SWZ,2024,Goleiro
P. Beruatto,Pisa,1,2404,ITA2,2024,Lateral
P. Billing,Bournemouth,9,1707,ENG1,2024,Meia
P. Bochniewicz,Heerenveen,4,2684,HOL,2024,Zagueiro
P. Boevink,Paderborn,0,2033,GER2,2024,Goleiro
P. Borukov,Marítimo,12,1708,BUL,2024,Atacante
P. Boumal,Al Bataeh,8,1902,UAE,2024,Segundo Volante
P. Bucha,Cincinnati,8,3545,USA,2024,Segundo Volante
P. Budkivskyi,Polissya,12,1398,UKR,2024,Atacante
P. Capelle,Angers SCO,8,3193,FRA2,2024,Segundo Volante
P. Carlgren,Randers,0,3350,DEN,2024,Goleiro
P. Ceccaroni,Palermo,4,2819,ITA2,2024,Zagueiro
P. Ceppelini,Atlético Nacional,9,2147,COL,2024,Meia
P. Charpentier,Sportivo Trinidense,12,1292,PAR,2024,Atacante
P. Ćirković,IMT Novi Beograd,1,2531,SER,2024,Lateral
P. Ciss,Rayo Vallecano,7,1858,SPA1,2024,Primeiro Volante
P. Ciurria,Monza,1,1918,ITA1,2024,Lateral
P. Clement,Sparta Rotterdam,7,2176,HOL,2024,Primeiro Volante
P. Cutrone,Como,12,2635,ITA2,2024,Atacante
P. Daka,Leicester City,12,1179,ENG2,2024,Atacante
P. Dárdai,Hertha BSC,10,1537,GER2,2024,Extremo
P. Dawidowicz,Hellas Verona,4,2442,ITA1,2024,Zagueiro
P. De Blasis,Gimnasia La Plata,8,1326,ARG1,2024,Segundo Volante
P. de la Vega,Seattle Sounders,10,1028,USA,2024,Extremo
P. Debarliev,Hebar 1918,0,2161,BUL,2024,Goleiro
P. Delgado,Dallas,8,1281,USA,2024,Segundo Volante
P. Deligiannidis,Panserraikos,1,2322,GRE,2024,Lateral
P. Delvalle,General Caballero JLM,10,2421,PAR,2024,Extremo
P. Diallo,Metz,10,966,FRA1,2024,Extremo
P. Díaz,River Plate,4,1999,ARG1,2024,Zagueiro
P. Dimov,Aiolikos,4,1349,BUL,2024,Zagueiro
P. Djilobodji,Gaziantep,4,3548,TUR,2024,Zagueiro
P. Dorgu,Lecce,1,1736,ITA1,2024,Lateral
P. Dorn,Luzern,8,3237,SWZ,2024,Segundo Volante
P. Drewes,Karlsruher SC,0,3276,GER2,2024,Goleiro
P. Dwomoh,RWD Molenbeek,8,2587,BEL1,2024,Segundo Volante
P. Dybala,Roma,12,2195,ITA1,2024,Atacante
P. Ekwah,Sunderland,8,3262,ENG2,2024,Segundo Volante
P. Erras,Holstein Kiel,4,2387,GER2,2024,Zagueiro
P. Esposito,Spezia,12,2046,ITA2,2024,Atacante
P. Estupiñán,Brighton,1,1442,ENG1,2024,Lateral
P. Eze,Mladost Lučani,12,1620,SER,2024,Atacante
P. Foden,Manchester City,9,3246,ENG1,2024,Meia
P. Franco,Alianza,4,2674,COL,2024,Zagueiro
P. Frankowski,Lens,1,2517,FRA1,2024,Lateral
P. Galchev,Levski Sofia,1,1884,BUL,2024,Lateral
P. Galdames,Vasco da Gama,8,1241,BRA1,2024,Segundo Volante
P. Gallese,Orlando City,0,3459,USA,2024,Goleiro
P. Gazzaniga,Girona,0,4030,SPA1,2024,Goleiro
P. Gerkens,Gent,8,1482,BEL1,2024,Segundo Volante
P. Ghiglione,Cremonese,1,1071,ITA2,2024,Lateral
P. Gigić,Boluspor,12,1127,SER,2024,Atacante
P. González,Puebla,8,2766,MEX,2024,Segundo Volante
P. González,Fénix,0,1366,URU,2024,Goleiro
P. González,Deportivo Maldonado,9,1934,URU,2024,Meia
P. Grabher,Austria Lustenau,8,2469,AUT,2024,Segundo Volante
P. Grazziani,Alianza,0,996,COL,2024,Goleiro
P. Gregor,Lyngby,4,2999,DEN,2024,Zagueiro
P. Groß,Brighton,8,3602,ENG1,2024,Segundo Volante
P. Guiagon,Charleroi,10,2012,BEL1,2024,Extremo
P. Gulácsi,RB Leipzig,0,1198,GER1,2024,Goleiro
P. Hamel,Paris,12,1389,FRA2,2024,Atacante
P. Hanlon,Hibernian,4,1528,SCT,2024,Zagueiro
P. Hatzidiakos,Cagliari,4,904,ITA1,2024,Zagueiro
P. Heise,Karlsruher SC,1,2079,GER2,2024,Lateral
P. Hincapié,Bayer Leverkusen,4,1629,GER1,2024,Zagueiro
P. Hofmann,Bochum,12,1805,GER1,2024,Atacante
P. Højbjerg,Tottenham Hotspur,7,1609,ENG1,2024,Primeiro Volante
P. Hristov,Spezia,4,1884,ITA2,2024,Zagueiro
P. Hrošovský,Genk,7,3509,BEL1,2024,Primeiro Volante
P. Iemmello,Catanzaro,12,2999,ITA2,2024,Atacante
P. Isenko,Vorskla,0,3019,UKR,2024,Goleiro
P. Ivelja,Radnički Kragujevac,12,1116,SER,2024,Atacante
P. Joly,Auxerre,1,3028,FRA2,2024,Lateral
P. Kadeřábek,Hoffenheim,1,2654,GER1,2024,Lateral
P. Kasami,Sampdoria,8,2178,ITA2,2024,Segundo Volante
P. Katseris,Lorient,1,1101,FRA1,2024,Lateral
P. Keny,İstanbul Başakşehir,12,1010,TUR,2024,Atacante
P. Kioso,Rotherham United,1,1050,ENG2,2024,Lateral
P. Klemens,Hertha BSC,7,1714,GER2,2024,Primeiro Volante
P. Köhn,Monaco,0,2191,FRA1,2024,Goleiro
P. Koller,Rheindorf Altach,4,2989,AUT,2024,Zagueiro
P. Komposch,Hartberg,4,3000,AUT,2024,Zagueiro
P. Koopmeiners,Almere City,8,3171,HOL,2024,Segundo Volante
P. Krachunov,Arda,4,2346,BUL,2024,Zagueiro
P. Kühn,Osnabrück,0,1886,GER2,2024,Goleiro
P. Kunde,Atromitos,7,2249,GRE,2024,Primeiro Volante
P. Kunić,Radnik Surdulica,12,1404,SER,2024,Atacante
P. Lacoste,Cerro,4,3295,URU,2024,Zagueiro
P. Lees-Melou,Brest,7,2933,FRA1,2024,Primeiro Volante
P. Lemonnier,Guingamp,4,2813,FRA2,2024,Zagueiro
P. Lienhart,Freiburg,4,1475,GER1,2024,Zagueiro
P. Lima,Medellín,7,1664,COL,2024,Primeiro Volante
P. Loretz,Luzern,0,3602,SWZ,2024,Goleiro
P. Lukyanchuk,Obolon,4,1939,UKR,2024,Zagueiro
P. Mainka,Heidenheim,4,3258,GER1,2024,Zagueiro
P. Mantalos,AEK Athens,9,1354,GRE,2024,Meia
P. Marie,SJ Earthquakes,1,1698,USA,2024,Lateral
P. Marinov,CSKA 1948 Sofia II,0,1357,BUL,2024,Goleiro
P. Martino,Cosenza,1,960,ITA2,2024,Lateral
P. Masini,Ascoli,8,2028,ITA2,2024,Segundo Volante
P. Mattsson,Silkeborg,8,2630,DEN,2024,Segundo Volante
P. Max,Eintracht Frankfurt,1,1532,GER1,2024,Lateral
P. Mazzocchi,Napoli,1,2049,ITA1,2024,Lateral
P. Mboungou,Bani Yas,10,1305,UAE,2024,Extremo
P. Mboup,RWD Molenbeek,10,942,BEL1,2024,Extremo
P. McGinn,Motherwell,4,3000,SCT,2024,Zagueiro
P. McNair,Middlesbrough,4,1931,ENG2,2024,Zagueiro
P. Meïssa Ba,Grenoble,12,2271,FRA2,2024,Atacante
P. Mensah,Blau-Weiß Linz,11,2473,AUT,2024,Extremo
P. Menzel,Austria Klagenfurt,0,3219,AUT,2024,Goleiro
P. Mićin,Zorya,8,943,UKR,2024,Segundo Volante
P. Milans,Peñarol,1,1889,URU,2024,Lateral
P. Monje,Deportivo Riestra,8,2092,ARG1,2024,Segundo Volante
P. Monroy,Pumas UNAM,1,1722,MEX,2024,Lateral
P. Moraitis,Volos NFC,12,1438,GRE,2024,Atacante
P. Mortensen,AGF,12,3212,DEN,2024,Atacante
P. Mpanzu,Luton Town,8,1275,ENG1,2024,Segundo Volante
P. Mwene,Mainz 05,1,2095,GER1,2024,Lateral
P. Nardi,Gent,0,1212,BEL1,2024,Goleiro
P. Nebel,Karlsruher SC,9,3083,GER2,2024,Meia
P. Neumann,Hannover 96,4,3304,GER2,2024,Zagueiro
P. Ng,Cardiff City,1,3761,ENG2,2024,Lateral
P. Olayinka,Crvena Zvezda,12,2613,SER,2024,Atacante
P. Onuachu,Trabzonspor,12,1598,TUR,2024,Atacante
P. Orikhovskyi,Kolos Kovalivka,8,1553,UKR,2024,Segundo Volante
P. Osterhage,Bochum,7,2060,GER1,2024,Primeiro Volante
P. Ouaneh,Laval,4,1366,FRA2,2024,Zagueiro
P. Owusu,Toronto,12,2064,USA,2024,Atacante
P. Pagis,Laval,10,1372,FRA2,2024,Extremo
P. Pedraza,Pachuca,7,1828,MEX,2024,Primeiro Volante
P. Pentz,Brøndby,0,2686,DEN,2024,Goleiro
P. Pérez,Guadalajara,10,1567,MEX,2024,Extremo
P. Pervan,Wolfsburg,0,916,GER1,2024,Goleiro
P. Pflücke,Mechelen,10,1916,BEL1,2024,Extremo
P. Piatti,Estudiantes,10,952,ARG1,2024,Extremo
P. Płacheta,Swansea City,10,1274,ENG2,2024,Extremo
P. Quinton,Real Salt Lake,1,1487,USA,2024,Lateral
P. Quispe,Pumas UNAM,9,1303,MEX,2024,Meia
P. Rajković,Mallorca,0,3609,SPA1,2024,Goleiro
P. Ramírez,Deportivo Riestra,1,1920,ARG1,2024,Lateral
P. Retsos,Olympiacos Piraeus,4,2160,GRE,2024,Zagueiro
P. Riveros,Guaraní,4,3177,PAR,2024,Zagueiro
P. Roberts,Sunderland,10,2036,ENG2,2024,Extremo
P. Rödin,Silkeborg,4,1167,DEN,2024,Zagueiro
P. Rojas,Jaguares de Córdoba,10,2303,COL,2024,Extremo
P. Rommens,Go Ahead Eagles,7,1937,HOL,2024,Primeiro Volante
P. Rosario,Nice,7,2332,FRA1,2024,Primeiro Volante
P. Rothrock,Seattle Sounders,10,1620,USA,2024,Extremo
P. Rozzio,Reggiana,4,2336,ITA2,2024,Zagueiro
P. Sander,Holstein Kiel,8,2351,GER2,2024,Segundo Volante
P. Sandler,NEC,4,2117,HOL,2024,Zagueiro
P. Sarr,Tottenham Hotspur,7,2303,ENG1,2024,Primeiro Volante
P. Schick,Bayer Leverkusen,12,1148,GER1,2024,Atacante
P. Schulte,Columbus Crew,0,2941,USA,2024,Goleiro
P. Schürpf,Grasshopper,10,1396,SWZ,2024,Extremo
P. Schuurs,Torino,4,1013,ITA1,2024,Zagueiro
P. Seguin,Schalke 04,7,2553,GER2,2024,Primeiro Volante
P. Silva,Panetolikos FC,1,3049,GRE,2024,Lateral
P. Smyth,Queens Park Rangers,11,2466,ENG2,2024,Extremo
P. Solari,River Plate,12,1519,ARG1,2024,Atacante
P. Sosa,2 de Mayo,4,3543,PAR,2024,Zagueiro
P. Sotiriou,Sanfrecce Hiroshima,12,1303,JAP,2024,Atacante
P. Staikos,Panserraikos,7,2329,GRE,2024,Primeiro Volante
P. Stanić,Bačka Topola,12,1774,SER,2024,Atacante
P. Stasyuk,LNZ Cherkasy,1,1971,UKR,2024,Lateral
P. Stenzel,Stuttgart,1,1204,GER1,2024,Lateral
P. Stock,Elversberg,9,2121,GER2,2024,Meia
P. Stojanović,Sampdoria,1,2070,ITA2,2024,Lateral
P. Stroud,New York RB,8,1150,USA,2024,Segundo Volante
P. Struijk,Leeds United,4,2208,ENG2,2024,Zagueiro
P. Szymiński,Reggiana,4,1333,ITA2,2024,Zagueiro
P. Terracciano,Fiorentina,0,3266,ITA1,2024,Goleiro
P. Tietz,Augsburg,12,2539,GER1,2024,Atacante
P. Treu,St. Pauli,1,1689,GER2,2024,Lateral
P. Tsintotas,Atromitos,0,2593,GRE,2024,Goleiro
P. Tzimas,PAS Giannina,10,1453,GRE,2024,Extremo
P. Umarbaev,CSKA 1948 Sofia,7,1539,BUL,2024,Primeiro Volante
P. van Aanholt,PSV,1,1317,HOL,2024,Lateral
P. van Amersfoort,Heerenveen,12,2342,HOL,2024,Atacante
P. Vegetti,Vasco da Gama,12,3347,BRA1,2024,Atacante
P. Vite,Vancouver Whitecaps,8,2452,USA,2024,Segundo Volante
P. Vouros,OFI,4,2974,GRE,2024,Zagueiro
P. Wålemark,Heerenveen,10,1322,HOL,2024,Extremo
P. Wanner,Elversberg,9,1816,GER2,2024,Meia
P. Yade,Quevilly Rouen,10,1672,FRA2,2024,Extremo
P. Zieliński,Napoli,8,2203,ITA1,2024,Segundo Volante
P. Ziereis,LASK ,4,2928,AUT,2024,Zagueiro
P. Zinckernagel,Club Brugge,10,1742,BEL1,2024,Extremo
P. Zulj,Changchun Yatai,8,2423,CHN,2024,Segundo Volante
Pablo,Athletico Paranaense,12,1893,BRA1,2024,Atacante
Pablo Álvarez,Cherno More,7,2705,BUL,2024,Primeiro Volante
Pablo Barrios,Atlético Madrid,7,1815,SPA1,2024,Primeiro Volante
Pablo Cuñat,Amorebieta,0,2592,SPA2,2024,Goleiro
Pablo Dyego,Grêmio Novorizontino,10,1011,BRA2,2024,Extremo
Pablo Fornals,Real Betis,10,1261,SPA1,2024,Extremo
Pablo García,Sporting Gijón,1,926,SPA2,2024,Lateral
Pablo Ibáñez,Osasuna,8,1434,SPA1,2024,Segundo Volante
Pablo Íñiguez,Villarreal B,4,1486,SPA2,2024,Zagueiro
Pablo Ínsua,Sporting Gijón,4,2737,SPA2,2024,Zagueiro
Pablo Maffeo,Mallorca,1,1808,SPA1,2024,Lateral
Pablo Marí,Monza,4,3063,ITA1,2024,Zagueiro
Pablo Martínez,Levante,8,2497,SPA2,2024,Segundo Volante
Pablo Ramón,Mirandés,4,3305,SPA2,2024,Zagueiro
Pablo Roberto,Casa Pia AC,8,1788,POR1,2024,Segundo Volante
Pablo Rodríguez,Ascoli,12,2456,ITA2,2024,Atacante
Pablo Sarabia,Wolverhampton Wanderers,9,1940,ENG1,2024,Meia
Pablo Tomeo,Mirandés,8,1557,SPA2,2024,Segundo Volante
Pacheco,Guarani,1,1969,BRA2,2024,Lateral
Paco Alcácer,Emirates,12,1865,UAE,2024,Atacante
Paik Seung-Ho,Birmingham City,7,1447,ENG2,2024,Primeiro Volante
Pan Ximing,Meizhou Hakka,4,995,CHN,2024,Zagueiro
Pará,Operário PR,1,2109,BRA2,2024,Lateral
Park Il-Gyu,Sagan Tosu,0,3826,JAP,2024,Goleiro
Park Ji-Soo,Wuhan Three Towns,4,3008,CHN,2024,Zagueiro
Park Yong-Woo,Al Ain,7,1402,UAE,2024,Primeiro Volante
Pastor,Farense,1,2734,POR1,2024,Lateral
Patric,Lazio,4,1836,ITA1,2024,Zagueiro
Patric,Nagoya Grampus,12,1348,JAP,2024,Atacante
Patrick,Grêmio Novorizontino,4,2339,BRA2,2024,Zagueiro
Patrick Brey,Botafogo SP,1,2198,BRA2,2024,Lateral
Patrick De Lucca,Ceará,8,2617,BRA2,2024,Segundo Volante
Patrick Luan,Krumovgrad,12,1659,BUL,2024,Atacante
Patrick William,Rio Ave,4,1375,POR1,2024,Zagueiro
Pau Cubarsí,Barcelona,4,1707,SPA1,2024,Zagueiro
Pau López,Olympique Marseille,0,3368,FRA1,2024,Goleiro
Pau Navarro,Villarreal B,8,1006,SPA2,2024,Segundo Volante
Pau Torres,Aston Villa,4,2828,ENG1,2024,Zagueiro
Paulinho,Atlético Mineiro,12,2198,BRA1,2024,Atacante
Paulinho,Brusque,8,946,BRA2,2024,Segundo Volante
Paulinho,Midtjylland,1,2225,DEN,2024,Lateral
Paulinho,Sporting CP,11,1607,POR1,2024,Extremo
Paulinho,Al Bataeh,9,1512,UAE,2024,Meia
Paulinho Bóia,Paysandu,10,1198,BRA2,2024,Extremo
Paulinho Moccelin,Brusque,10,1859,BRA2,2024,Extremo
Paulino de la Fuente,Real Oviedo,10,1538,SPA2,2024,Extremo
Paulo Azzi,Cagliari,1,1098,ITA1,2024,Lateral
Paulo Baya,Goiás,10,2169,BRA2,2024,Extremo
Paulo Bernardo,Celtic,9,1036,SCT,2024,Meia
Paulo Henrique,Vasco da Gama,1,2785,BRA1,2024,Lateral
Paulo Oliveira,Sporting Braga,4,1939,POR1,2024,Zagueiro
Paulo Otávio,Al Sadd,1,2203,QAT,2024,Lateral
Paulo Ricardo,Al Hazem,4,2480,SAUD,2024,Zagueiro
Paulo Victor,Chaves,12,998,POR1,2024,Atacante
Paulo Victor,Al Ettifaq,0,3655,SAUD,2024,Goleiro
Paulo Vitor,Grêmio Novorizontino,10,1110,BRA2,2024,Extremo
Pedrão,Portimonense,4,3027,POR1,2024,Zagueiro
Pedri,Barcelona,9,1594,SPA1,2024,Meia
Pedrinho,CSKA 1948 Sofia,10,2710,BUL,2024,Extremo
Pedrinho,Ankaragücü,8,2401,TUR,2024,Segundo Volante
Pedro,Flamengo,12,1860,BRA1,2024,Atacante
Pedro,Lazio,11,1101,ITA1,2024,Extremo
Pedro Álvaro,Estoril,4,2079,POR1,2024,Zagueiro
Pedro Amador,Moreirense,1,1239,POR1,2024,Lateral
Pedro Amador,Atlanta United,1,1362,USA,2024,Lateral
Pedro Amaral,Lamia,1,1275,GRE,2024,Lateral
Pedro Augusto,Fortaleza,7,1365,BRA1,2024,Primeiro Volante
Pedro Bigas,Elche,4,3304,SPA2,2024,Zagueiro
Pedro Capó,Eldense,4,1139,SPA2,2024,Zagueiro
Pedro Castro,Avaí,10,2137,BRA2,2024,Extremo
Pedro Chirivella,Nantes,8,2974,FRA1,2024,Segundo Volante
Pedro Conde,PAS Giannina,12,1816,GRE,2024,Atacante
Pedro Delgado,Shandong Taishan,12,1186,CHN,2024,Atacante
Pedro Díaz,Bordeaux,8,3207,FRA2,2024,Segundo Volante
Pedro Gonçalves,Sporting CP,11,2878,POR1,2024,Extremo
Pedro Henrique,Red Bull Bragantino,4,2370,BRA1,2024,Zagueiro
Pedro Henrique,Wuhan Three Towns,12,2062,CHN,2024,Atacante
Pedro Lucas,Operário PR,10,966,BRA2,2024,Extremo
Pedro Malheiro,Boavista,1,2285,POR1,2024,Lateral
Pedro Mendes,Ascoli,12,2407,ITA2,2024,Atacante
Pedro Morisco,Coritiba,0,3621,BRA2,2024,Goleiro
Pedro Mosquera,Alcorcón,8,2030,SPA2,2024,Segundo Volante
Pedro Naressi,Ludogorets,7,2040,BUL,2024,Primeiro Volante
Pedro Neto,Wolverhampton Wanderers,10,1704,ENG1,2024,Extremo
Pedro Ortiz,Vizela,7,998,POR1,2024,Primeiro Volante
Pedro Pereira,Monza,1,954,ITA1,2024,Lateral
Pedro Porro,Tottenham Hotspur,1,3597,ENG1,2024,Lateral
Pedro Rebocho,Al Khaleej,1,3322,SAUD,2024,Lateral
Pedro Rocha,Ponte Preta,0,3257,BRA2,2024,Goleiro
Pedro Santos,Arouca,8,1614,POR1,2024,Segundo Volante
Pedro Santos,DC United,1,2071,USA,2024,Lateral
Pedro Tiba,Gil Vicente,7,1736,POR1,2024,Primeiro Volante
Pegorari,Guarani,0,963,BRA2,2024,Goleiro
Peng Peng, Shenzhen Peng City,0,1687,CHN,2024,Goleiro
Pep Chavarría,Rayo Vallecano,1,1428,SPA1,2024,Lateral
Pepe,Porto,4,2156,POR1,2024,Zagueiro
Pepê,Grêmio,8,1395,BRA1,2024,Segundo Volante
Pepê Aquino,Porto,9,3267,POR1,2024,Meia
Pepe Castaño,Asteras Tripolis,4,2706,GRE,2024,Zagueiro
Pepelu,Valencia,8,3674,SPA1,2024,Segundo Volante
Peque Fernández,Racing Santander,9,3127,SPA2,2024,Meia
Pere Milla,Espanyol,12,2695,SPA2,2024,Atacante
Peru Nolaskoain,Eibar,7,1154,SPA2,2024,Primeiro Volante
Philippe Coutinho,Al Duhail,9,1217,QAT,2024,Meia
Piao Shihao,Qingdao West Coast,1,1215,CHN,2024,Lateral
Pichu Atienza,Asteras Tripolis,4,931,GRE,2024,Zagueiro
Piña,Eldense,4,2450,SPA2,2024,Zagueiro
Pizzi,Sporting Braga,9,1194,POR1,2024,Meia
Pol Fernández,Boca Juniors,8,1762,ARG1,2024,Segundo Volante
Pol Lirola,Frosinone,4,1685,ITA1,2024,Zagueiro
Pol Lozano,Espanyol,8,1777,SPA2,2024,Segundo Volante
Pol Moreno,Racing Santander,4,909,SPA2,2024,Zagueiro
Pol Valentín,Sheffield Wednesday,1,2461,ENG2,2024,Lateral
Portillo,Leganés,10,2613,SPA2,2024,Extremo
Portu,Girona,9,1585,SPA1,2024,Meia
Q. Daubin,Caen,8,2415,FRA2,2024,Segundo Volante
Q. Hartman,Feyenoord,1,2284,HOL,2024,Lateral
Q. Lecoeuche,Real Zaragoza,1,1743,SPA2,2024,Lateral
Q. Merlin,Olympique Marseille,1,2296,FRA1,2024,Lateral
Q. Promes,Spartak Moskva,12,1799,RUS,2024,Atacante
Q. Sullivan,Philadelphia Union,8,2606,USA,2024,Segundo Volante
Q. Timber,Feyenoord,7,2970,HOL,2024,Primeiro Volante
Qasem Lajami,Al Fateh,4,1986,SAUD,2024,Zagueiro
Qian Jiegei,Zhejiang Professional,7,1354,CHN,2024,Primeiro Volante
Quini,Olympiacos Piraeus,1,1586,GRE,2024,Lateral
R. Abascal,Boavista,4,2746,POR1,2024,Zagueiro
R. Ache,Kaiserslautern,12,2046,GER2,2024,Atacante
R. Aguilar,Lens,1,2286,FRA1,2024,Lateral
R. Aït-Nouri,Wolverhampton Wanderers,1,2606,ENG1,2024,Lateral
R. Al Hajj,OB,9,2501,DEN,2024,Meia
R. Alborno,Sportivo Luqueño,1,1813,PAR,2024,Lateral
R. Allsop,Hull City,0,3665,ENG2,2024,Goleiro
R. Alm,St. Louis City ,10,953,USA,2024,Extremo
R. Alvarado,Guadalajara,11,3743,MEX,2024,Extremo
R. Andrews,Watford,1,2856,ENG2,2024,Lateral
R. Andrich,Bayer Leverkusen,8,1861,GER1,2024,Segundo Volante
R. Aoki,Consadole Sapporo,1,2521,JAP,2024,Lateral
R. Araki,Tokyo,12,2112,JAP,2024,Atacante
R. Araújo,Barcelona,4,2248,SPA1,2024,Zagueiro
R. Arboleda,São Paulo,4,2568,BRA1,2024,Zagueiro
R. Arévalo,Sportivo Trinidense,12,1753,PAR,2024,Atacante
R. Arnold,Winterthur,4,2596,SWZ,2024,Zagueiro
R. Atencio,Central Córdoba SdE,10,1882,ARG1,2024,Extremo
R. Babenko,Dnipro-1,7,2388,UKR,2024,Primeiro Volante
R. Bacchia,Racing,0,1072,URU,2024,Goleiro
R. Báez,Sportivo Trinidense,10,1043,PAR,2024,Extremo
R. Bajić,Ankaragücü,12,1223,TUR,2024,Atacante
R. Baker-Whiting,Seattle Sounders,1,1048,USA,2024,Lateral
R. Baku,Wolfsburg,1,2331,GER1,2024,Lateral
R. Baniya,Trabzonspor,4,2393,TUR,2024,Zagueiro
R. Bardghji,København,11,1311,DEN,2024,Extremo
R. Barkley,Luton Town,8,2933,ENG1,2024,Segundo Volante
R. Barrios,Central Córdoba SdE,1,1697,ARG1,2024,Lateral
R. Battaglia,Atlético Mineiro,4,2548,BRA1,2024,Zagueiro
R. Bauer,Al Ta'ee,4,3311,SAUD,2024,Zagueiro
R. Bayard,Stade Lausanne-Ouchy,8,1981,SWZ,2024,Segundo Volante
R. Bazoer,AZ,4,2606,HOL,2024,Zagueiro
R. Bellanova,Torino,1,3277,ITA1,2024,Lateral
R. Benatelli,Austria Klagenfurt,7,2723,AUT,2024,Primeiro Volante
R. Bensebaini,Borussia Dortmund,1,1271,GER1,2024,Lateral
R. Bentancourt,Nacional,12,1742,URU,2024,Atacante
R. Bentancur,Tottenham Hotspur,7,1146,ENG1,2024,Primeiro Volante
R. Beric,Changchun Yatai,12,2718,CHN,2024,Atacante
R. Bogarín,Defensa y Justicia,9,923,ARG1,2024,Meia
R. Boissier,Dunkerque,8,1602,FRA2,2024,Segundo Volante
R. Bormuth,Karlsruher SC,4,1862,GER2,2024,Zagueiro
R. Borré,Internacional,12,2055,BRA1,2024,Atacante
R. Borré,Internacional,12,1107,GER1,2024,Atacante
R. Bosić,Javor Ivanjica,10,2426,SER,2024,Extremo
R. Botta,Talleres Córdoba,10,1508,ARG1,2024,Extremo
R. Boženík,Boavista,12,2929,POR1,2024,Atacante
R. Bozhinov,CSKA 1948 Sofia,4,1300,BUL,2024,Zagueiro
R. Brady,Preston North End,1,1750,ENG2,2024,Lateral
R. Brazionis,Danubio,4,1918,URU,2024,Zagueiro
R. Burke,Luton Town,4,1856,ENG1,2024,Zagueiro
