Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ganhos,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Interceptações_Ajustadas_a_Posse,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
658,D. Mera,Unión Magdalena,Unión Magdalena,"RB, RW",RB,1,25.0,250000,,12,961,Colombia,Colombia,right,183,0,no,7.303729999999999,7.49,4.024086,1.498573,4.49,COL,Testing,2025,0.4063649665866454,0.4165114137843259,0.4052873543082984
659,Y. Abonía,La Equidad,La Equidad,"RB, RW",RB,1,25.0,0,,15,1220,Colombia,Colombia,right,170,0,no,6.713200000000001,7.01,4.054325,0.51576,3.67,COL,Testing,2025,0.3188638518713336,0.3266726142734077,0.3156907411594955
660,F. Chaverra,Medellín,Medellín,"LWB, LB",LWB,1,25.0,1200000,2027-06-30,18,1540,Colombia,Colombia,left,172,64,no,6.48675,4.5,1.93006,0.525807,4.32,COL,Testing,2025,0.164620728235112,0.1876521295222665,0.1675265436862444
661,J. Ampudia,Boyacá Chicó,Boyacá Chicó,RB,RB,1,25.0,250000,,10,930,Colombia,Colombia,right,175,0,no,6.48193,5.9,2.904,0.58,4.16,COL,Testing,2025,0.2604666001520957,0.2606019412616438,0.252806395296265
662,L. Riascos,La Equidad,La Equidad,"RB, RW",RB,1,24.0,400000,2025-06-30,7,534,Colombia,Colombia,right,177,70,yes,7.582500000000001,8.09,4.044,1.68416,4.74,COL,Testing,2025,0.4610757970554303,0.4661247902380806,0.4579945840962326
663,C. Mosquera,Fortaleza,Fortaleza,RB,RB,1,24.0,200000,,17,1518,Colombia,Colombia,right,172,70,no,4.743284,6.34,3.026178,1.010256,5.06,COL,Testing,2025,0.2733664884646193,0.2852859181572444,0.2717947152488355
664,Y. Rosales,Alianza,Alianza,RB,RB,1,24.0,150000,,16,1530,Colombia,Colombia,right,183,76,no,8.353587,9.18,5.178285,1.351872,5.58,COL,Testing,2025,0.5746742849666493,0.5927680985098981,0.5793708200592551
665,E. Banguero,Boyacá Chicó,Boyacá Chicó,"LB, LW, RB",LB,1,24.0,400000,,12,893,Colombia,Colombia,right,177,69,no,6.450948,4.84,1.811472,0.704717,4.19,COL,Testing,2025,0.2160799256011749,0.2023152644745185,0.2009332195328508
666,J. Guerrero,Junior,Junior,"RB, LB",RB,1,24.0,0,,20,1998,Colombia,Colombia,,170,0,no,10.448112,8.38,4.505612,0.7650450000000001,5.59,COL,Testing,2025,0.5634694305727753,0.5773468406290263,0.5659186342298783
667,L. Palacios,Once Caldas,Once Caldas,"RB, RW, RAMF",RB,1,24.0,0,2027-12-31,16,882,Colombia,Colombia,right,181,74,no,6.122242,4.49,1.532102,1.225332,3.75,COL,Testing,2025,0.1558626437779334,0.1650294063743534,0.1516721654344106
668,G. Cuervo,Envigado,Envigado,"RB, RW",RB,1,23.0,0,2026-12-31,15,790,Colombia,Colombia,right,170,63,no,8.542698,8.32,4.668797,1.254,4.45,COL,Testing,2025,0.4861764363576644,0.4939737302395154,0.4847460517168309
669,J. Melendez,Santa Fe,Santa Fe,RB,RB,1,23.0,600000,2026-06-30,9,597,Colombia,Colombia,right,182,73,no,10.40094,11.91,5.8825,1.812,7.86,COL,Testing,2025,0.8458916716670304,0.8784187063009777,0.8607146252319174
670,K. Suárez,Alianza,Alianza,LB,LB,1,23.0,0,,12,1119,Colombia,Colombia,left,175,67,no,5.466642,6.03,2.089956,0.643572,5.27,COL,Testing,2025,0.2680191946932045,0.2640834237953569,0.2583810903074836
671,J. Lasso,Llaneros,Llaneros,LB,LB,1,22.0,0,,13,1289,Colombia,Colombia,right,0,0,no,5.727306,7.26,3.6335,0.630084,5.09,COL,Testing,2025,0.3640163125170542,0.3693617865551525,0.360070557390382
672,D. Lozano,Águilas Doradas,Águilas Doradas,RB,RB,1,22.0,0,,16,1307,Colombia,Colombia,right,0,0,no,6.957356999999999,7.23,3.648496,0.549524,4.9,COL,Testing,2025,0.3815870781727481,0.384048711868232,0.3763679593115077
673,A. Salazar,Atlético Nacional,Atlético Nacional,LB,LB,1,22.0,750000,2026-06-30,8,526,Colombia,Colombia,left,182,72,no,8.38368,9.41,4.793958,1.025,6.73,COL,Testing,2025,0.6295693184961335,0.6455694614610423,0.6337817653622149
674,M. Castillo,América de Cali,América de Cali,"RB, LB, LWB",RB,1,22.0,0,2027-12-31,7,531,Colombia,Colombia,unknown,0,0,no,9.831726000000002,10.34,4.914425999999999,1.185,6.06,COL,Testing,2025,0.6757231900788969,0.6755299542202491,0.6722366686859802
675,S. Velásquez,Tolima,Tolima,LB,LB,1,22.0,0,2026-12-31,18,1503,Colombia,Colombia,left,174,70,yes,5.389272,6.53,3.53395,0.6,3.52,COL,Testing,2025,0.2411140962777434,0.2580755093307094,0.2417526031705224
676,S. Navarro,Millonarios,Millonarios,RB,RB,1,21.0,0,2026-12-31,11,872,Colombia,Colombia,right,0,0,no,7.946680000000002,8.15,5.159151999999999,0.618,4.29,COL,Testing,2025,0.4462875791311404,0.4626283359988518,0.4487567049332959
677,N. Uribe,Envigado,Envigado,RB,RB,1,21.0,0,,16,1484,Colombia,Colombia,unknown,172,65,no,6.79365,8.49,3.880518,0.606,5.45,COL,Testing,2025,0.443856668140596,0.4576388268362261,0.4450077208607253
678,B. Murillo,Envigado,Envigado,LB,LB,1,21.0,0,,6,583,Colombia,Colombia,,0,0,no,7.871574000000001,10.34,4.477122,0.7732559999999999,6.94,COL,Testing,2025,0.6267477739663133,0.637456256293086,0.6282572530558603
679,A. Aedo,Boyacá Chicó,Boyacá Chicó,"RB, RCMF, LCMF",RB,1,21.0,0,,17,774,Colombia,Colombia,unknown,0,0,no,7.5585,6.63,3.257925,2.558402,4.54,COL,Testing,2025,0.3799926416532993,0.3935426961208944,0.3803590107642582
680,J. Mena,Águilas Doradas,Águilas Doradas,LB,LB,1,21.0,0,,18,1737,Colombia,Colombia,unknown,0,0,no,9.379122,8.39,4.971324999999999,1.608845,4.63,COL,Testing,2025,0.5363835757059655,0.5484361313435534,0.5376277527444281
681,E. Londoño,Envigado,Envigado,LB,LB,1,19.0,0,,7,686,Colombia,Colombia,,0,0,no,6.9536,8.66,3.803934,1.313399,7.03,COL,Testing,2025,0.5467597449421914,0.5627640656183291,0.5501088911002274
682,J. Holguín,Envigado U20,Envigado,LB,LB,1,20.0,0,,6,598,Colombia,Colombia,unknown,178,76,no,6.922540000000001,10.08,4.365504,0.903424,7.22,COL,Testing,2025,0.6216509706637569,0.6142578760950831,0.6139618101989298
683,S. Cuero,Fortaleza,Fortaleza,LB,LB,1,20.0,0,,14,742,Colombia,Colombia,unknown,0,0,no,9.218717999999999,10.8,4.61031,1.818,9.72,COL,Testing,2025,0.8523564186783904,0.8518474831906488,0.8505563246108465
684,Kenay Reyes,Deportivo Saprissa,Deportivo Saprissa,RB,RB,1,18.0,0,2028-12-31,33,2743,Costa Rica,Costa Rica,unknown,0,0,no,11.151964,9.19,6.003417000000001,2.164068,4.72,CRC,Testing,2025,0.6545081250416545,0.6792325930804515,0.6633889477409955
685,J. Ruiz,Puntarenas,Puntarenas,LB,LB,1,20.0,0,2028-05-31,41,3148,Costa Rica,Costa Rica,left,174,0,yes,13.20762,11.35,5.774049000000002,2.001348,7.52,CRC,Testing,2025,0.8739075359633928,0.896436756972612,0.8839721241943389
686,S. Taylor,Deportivo Saprissa,Deportivo Saprissa,"RB, RCB",RB,1,21.0,0,2028-12-31,30,2088,Costa Rica,Costa Rica,,0,0,no,12.846477,11.16,6.162891000000001,1.853136,7.7,CRC,Testing,2025,0.87323436351788,0.8875233501389773,0.8791287417057335
687,A. Chévez,Santa Ana,Santa Ana,"LB, LCB",LB,1,21.0,0,2028-12-31,39,3848,Costa Rica,Costa Rica,,0,0,no,11.80992,10.74,5.05096,3.952007,7.35,CRC,Testing,2025,0.856796135874624,0.8761595597224163,0.8650824585115071
688,S. Johnson,Herediano,Herediano,RB,RB,1,22.0,0,2025-12-31,18,1398,Costa Rica,Costa Rica,right,0,0,no,10.620729,9.53,6.760829999999999,1.09296,3.75,CRC,Testing,2025,0.6220439846639494,0.6400869953226799,0.6272098955890553
689,I. Lawrence,Sporting FC,Sporting FC,"LB, LW",LB,1,22.0,225000,,42,3269,Costa Rica,Costa Rica,left,179,70,no,8.754928,9.55,5.369212,0.854385,6.28,CRC,Testing,2025,0.6292723471857226,0.6431026215178587,0.6323854179647037
690,J. Evans,Santos de Guápiles,Santos de Guápiles,"RB, RW",RB,1,23.0,150000,,24,1416,Costa Rica,Costa Rica,right,178,0,no,11.250018,9.92,6.039540000000001,1.144891,5.25,CRC,Testing,2025,0.6925917800238889,0.7072238840078601,0.6967716827745886
691,J. Hernández,Guanacasteca,Guanacasteca,"RB, RW",RB,1,23.0,0,,19,1132,Costa Rica,Costa Rica,right,169,62,no,7.632000000000001,6.68,3.893736,0.395415,3.37,CRC,Testing,2025,0.3114160281236857,0.3202448622267478,0.3086804490767242
692,G. Castro,Santa Ana,Santa Ana,RB,RB,1,23.0,0,,28,1783,Costa Rica,Costa Rica,right,164,0,no,8.684260000000002,9.94,4.24032,1.109397,7.29,CRC,Testing,2025,0.6598781986926755,0.6695824181694097,0.6612265322548654
693,G. Castillo,San Carlos,San Carlos,LB,LB,1,23.0,0,,12,989,Costa Rica,"Costa Rica, United States",unknown,175,0,no,8.371818,7.64,4.365078,0.6375,5.02,CRC,Testing,2025,0.463438088121476,0.4720741367830804,0.4621938337852782
694,F. Piñar,Alajuelense,Alajuelense,RB,RB,1,23.0,0,2026-06-30,27,1873,Costa Rica,Costa Rica,right,0,0,no,11.102412,9.56,5.236139999999999,2.642558,5.66,CRC,Testing,2025,0.6857616152742406,0.7095366710658724,0.6944893892297286
695,R. Perdomo,Alianza,Santos de Guápiles,"RB, RCB",RB,1,23.0,0,2025-06-30,16,1556,Panama,Panama,right,0,0,no,13.996428,11.22,5.089102,5.55427,7.56,CRC,Testing,2025,0.934525184269836,0.9549516155821942,0.9441608819377634
696,A. Climaco,Santos de Guápiles,Santos de Guápiles,"LB, LCB",LB,1,24.0,0,,33,2715,Costa Rica,Costa Rica,left,0,0,no,9.645952,8.39,4.641681,1.490412,4.91,CRC,Testing,2025,0.5446073104677145,0.5521632269508833,0.5436656147229749
697,D. Araya,Herediano,Herediano,"LB, LW",LB,1,24.0,175000,2025-06-30,23,1454,Costa Rica,Costa Rica,left,174,0,no,8.729019,8.98,5.077940000000001,1.114764,6.36,CRC,Testing,2025,0.6154379931250548,0.6242873871733363,0.6158900195397575
698,K. Gómez,Puntarenas,Puntarenas,RB,RB,1,24.0,0,2026-12-31,34,2723,Costa Rica,Costa Rica,right,165,60,yes,8.097045,8.49,4.69116,0.893475,4.73,CRC,Testing,2025,0.4899889375423765,0.4945503447773131,0.4869635440685717
699,W. Cortés,Sporting FC,Sporting FC,LB,LB,1,25.0,150000,2026-06-30,12,912,Costa Rica,Costa Rica,left,172,71,no,8.586245,8.19,4.142160000000001,0.888908,5.38,CRC,Testing,2025,0.492755385708265,0.5045520371080504,0.4934143318097138
700,J. Quirós,Cartaginés,Cartaginés,RB,RB,1,25.0,300000,,34,3071,Costa Rica,Costa Rica,right,0,0,no,7.914879000000001,7.62,4.279382999999999,0.8499149999999999,4.64,CRC,Testing,2025,0.4336874320004218,0.4417263931544324,0.4318306011383564
701,R. Cole,Puntarenas,Puntarenas,"RB, RW",RB,1,26.0,0,2025-07-15,31,1921,Costa Rica,Costa Rica,right,178,74,no,8.384155999999999,7.96,4.3125,1.26697,4.31,CRC,Testing,2025,0.4519961169953075,0.4636550824496515,0.4521595410395853
702,C. Martínez,Alajuelense,Alajuelense,RB,RB,1,26.0,250000,2025-06-30,37,2960,Costa Rica,"Costa Rica, Nicaragua",right,176,63,no,8.090874,8.73,4.046526,1.18488,5.87,CRC,Testing,2025,0.5330217011136099,0.5337602889588926,0.5285146415921599
703,R. Bolaños,Deportivo Saprissa,Deportivo Saprissa,"LB, LCB",LB,1,26.0,175000,,28,2001,Costa Rica,"Costa Rica, Colombia",left,178,74,no,10.84174,10.34,4.991648000000001,3.686684999999999,7.04,CRC,Testing,2025,0.8178927624939512,0.8313011904879287,0.8227639061286159
704,Y. López,Boyacá Chicó,Guanacasteca,RB,RB,1,26.0,175000,2025-06-30,17,1659,Costa Rica,Costa Rica,right,178,70,no,9.7635,10.31,6.511617,0.4343399999999999,5.11,CRC,Testing,2025,0.673561313951221,0.6777720238649064,0.6722771844804611
705,Y. Salinas,Sporting FC,Sporting FC,"RB, RCB",RB,1,26.0,125000,2026-06-30,35,2926,Costa Rica,Costa Rica,right,184,67,no,10.485978,9.63,4.740237,2.800589,6.99,CRC,Testing,2025,0.7231068551263093,0.7430862677702468,0.730307255009748
706,I. Gómez,Municipal Liberia,Municipal Liberia,"LB, LW, LWB",LB,1,26.0,0,2027-06-30,41,2543,Costa Rica,Costa Rica,unknown,0,0,no,9.662975999999999,9.7,4.851,1.238412,5.93,CRC,Testing,2025,0.6270830874027643,0.642292619455123,0.6308701149687984
707,R. Rivera,San Carlos,San Carlos,RB,RB,1,26.0,150000,2025-06-30,39,3627,Costa Rica,Costa Rica,right,175,72,no,7.79031,9.45,4.045186999999999,1.71258,7.27,CRC,Testing,2025,0.6149408074615654,0.6264513928197251,0.6167321391824119
708,G. Brown,Sporting FC,Sporting FC,"LB, LW",LB,1,26.0,125000,,18,1459,Panama,Panama,,175,75,no,10.920432,9.31,5.861744,0.5542289999999999,4.63,CRC,Testing,2025,0.6191020304159995,0.6482179956372951,0.6298315329969387
709,H. Quirós,Herediano,Herediano,"RB, LB",RB,1,26.0,250000,,33,2711,Costa Rica,Costa Rica,right,170,68,no,8.301012,9.36,4.018623,1.326816,8.39,CRC,Testing,2025,0.6409057413106427,0.6745628546384158,0.6541574091508857
710,B. Sequeira,Municipal Liberia,Municipal Liberia,"RB, RWB, RW",RB,1,26.0,150000,,30,2330,Costa Rica,Costa Rica,right,179,78,no,7.920944,9.04,4.47858,0.8106,5.42,CRC,Testing,2025,0.5296410671672986,0.5411956688795141,0.530563201884196
711,I. Smith,Sporting FC,Sporting FC,RB,RB,1,27.0,175000,,19,1589,Costa Rica,Costa Rica,right,177,68,no,8.495781999999998,8.21,4.302459,1.811814,5.75,CRC,Testing,2025,0.540636678183699,0.5504424749328278,0.5407901833243598
712,N. Rodríguez,Guanacasteca,Guanacasteca,"RB, RW",RB,1,27.0,125000,2025-06-30,28,1671,Costa Rica,"Costa Rica, Nicaragua",right,167,59,no,11.847555,10.66,6.13752,1.291056,5.58,CRC,Testing,2025,0.7757327907947307,0.7836351175755754,0.7773815148893634
713,L. Hernández,Pérez Zeledón,Pérez Zeledón,LB,LB,1,27.0,200000,,43,4234,Costa Rica,Costa Rica,left,176,62,no,6.909603000000001,8.69,4.206816000000001,0.8724,4.88,CRC,Testing,2025,0.4502109044872047,0.462607873722264,0.4507285301426986
714,Y. Román,Herediano,Herediano,LB,LB,1,28.0,200000,2025-06-30,37,3437,Costa Rica,Costa Rica,left,178,70,no,8.823135,8.54,4.611672,1.988027,6.16,CRC,Testing,2025,0.6043228855752523,0.6090490198452867,0.602575577023757
715,S. Zúñiga,Cartaginés,Cartaginés,"LB, LW, LAMF",LB,1,28.0,225000,2025-06-30,40,2529,Costa Rica,Costa Rica,left,177,68,no,7.33087,8.04,4.521744000000001,0.605901,4.84,CRC,Testing,2025,0.457951559486345,0.4603173440081786,0.45348207137964
716,J. Rivera Stuart,Pérez Zeledón,Pérez Zeledón,RB,RB,1,28.0,175000,,40,3766,Costa Rica,Costa Rica,right,175,68,no,7.001296,7.38,3.657819,0.9539319999999999,3.83,CRC,Testing,2025,0.3539415334752692,0.3559590915393666,0.3482091432805059
717,D. González,Cartaginés,Cartaginés,LB,LB,1,28.0,175000,2025-12-31,36,2681,Mexico,Mexico,left,182,69,no,6.918197,7.79,3.191426,1.24166,5.6,CRC,Testing,2025,0.4100357782736187,0.4274875101517974,0.4126873429713473
718,J. Valverde,Deportivo Saprissa,Deportivo Saprissa,"RB, LW",RB,1,29.0,250000,2025-12-31,28,1414,Costa Rica,Costa Rica,left,169,64,no,7.957472,7.89,3.947376999999999,0.955632,4.62,CRC,Testing,2025,0.4314732825984199,0.4357750814463764,0.4277052035173439
719,K. Fuller,Municipal Liberia,Municipal Liberia,"RB, RW",RB,1,30.0,175000,,23,1476,Costa Rica,Costa Rica,right,183,78,no,6.522989,6.77,3.782,0.6087199999999999,3.78,CRC,Testing,2025,0.2892531802220527,0.3013624466150965,0.2879433430922302
720,R. Matarrita,Alajuelense,Alajuelense,LB,LB,1,30.0,500000,2026-06-30,23,1293,Costa Rica,Costa Rica,left,175,70,no,8.147034,8.49,4.103351000000001,0.8351999999999999,7.53,CRC,Testing,2025,0.5770389307979581,0.6059764513924275,0.5872386931628285
721,G. de León,Municipal Liberia,Municipal Liberia,"RB, RWB",RB,1,31.0,250000,2025-06-30,13,1162,Uruguay,Uruguay,right,173,68,no,8.289045,7.2,3.40656,2.09403,5.4,CRC,Testing,2025,0.460618514013743,0.4714433291764419,0.4604506136138515
722,J. Mora,Deportivo Saprissa,Deportivo Saprissa,LB,LB,1,32.0,450000,2025-12-31,43,3692,Costa Rica,Costa Rica,left,175,60,no,9.312768,8.51,4.680675999999999,1.169552,5.13,CRC,Testing,2025,0.5435726408991144,0.558351078303733,0.5462691325876553
723,J. Sánchez,San Carlos,San Carlos,LB,LB,1,32.0,125000,,15,965,Costa Rica,Costa Rica,left,175,69,no,10.44472,9.05,5.875584,2.33125,4.15,CRC,Testing,2025,0.6112571330380238,0.6245875712816298,0.6139294038152047
724,G. Méndez,Guanacasteca,Guanacasteca,"LB, LW",LB,1,33.0,50000,,34,3161,Costa Rica,Costa Rica,left,180,74,no,8.772257999999999,8.51,4.18268,1.340591,5.06,CRC,Testing,2025,0.5109086881711634,0.5169830030385045,0.5088662782913315
725,J. Smith,Santos de Guápiles,Santos de Guápiles,RB,RB,1,34.0,125000,,30,2247,Costa Rica,Costa Rica,right,188,86,no,7.170906,9.13,3.766365,1.36,6.88,CRC,Testing,2025,0.5635958439612891,0.5733569990194445,0.5639667325090417
726,W. Francis,Municipal Liberia,Municipal Liberia,"LB, LCB",LB,1,34.0,50000,2025-06-30,33,3115,Costa Rica,Costa Rica,left,177,72,no,9.795703000000001,9.77,5.949945000000001,2.225121,5.08,CRC,Testing,2025,0.6353847453019507,0.6672417101018578,0.647669234712234
727,C. Meneses,Sporting FC,Sporting FC,"LB, LCB",LB,1,34.0,100000,,13,1016,Costa Rica,Costa Rica,left,179,72,no,9.835033999999998,12.05,5.489299999999999,2.4808,8.86,CRC,Testing,2025,0.8713923876699295,0.8879095812940743,0.8783932626419362
728,B. Oviedo,Alajuelense,Alajuelense,LB,LB,1,35.0,200000,2025-06-30,32,2133,Costa Rica,Costa Rica,left,172,65,no,6.62386,7.17,3.878734,0.715,4.74,CRC,Testing,2025,0.365778685172528,0.3838474760377095,0.3682794896217451
729,P. Leal,Guanacasteca,Guanacasteca,"LB, RB",LB,1,36.0,50000,,16,1088,Costa Rica,Costa Rica,left,174,68,no,8.936604,10.17,5.294276999999999,1.238784,5.81,CRC,Testing,2025,0.6402452606929244,0.6493771850029298,0.6410992798756677
730,C. Perez,Santos de Guápiles,Santos de Guápiles,LB,LB,1,,0,,12,1026,Costa Rica,Costa Rica,,0,0,no,8.7737,6.49,3.41806,0.965,4.55,CRC,Testing,2025,0.3693754537684475,0.3852860511873691,0.3708234727268027
731,F. Karačić,Lokomotiva Zagreb,Lokomotiva Zagreb,"RB, RCB",RB,1,29.0,500000,2027-06-15,34,3290,Croatia,"Croatia, Australia",right,181,75,no,8.096738,7.82,2.924735,2.682414,6.68,CRO,Testing,2025,0.5252597392415647,0.5298785100722541,0.5226319290572373
732,R. Jurišić,Osijek,Osijek,"LB, LCB",LB,1,23.0,1000000,2027-06-30,33,3154,Croatia,Croatia,left,173,65,no,6.761482,7.88,3.280248,1.172088,5.35,CRO,Testing,2025,0.4000158268445035,0.4126960385510886,0.4001519840783767
733,F. Maglica,Varaždin,Varaždin,"RB, RWB",RB,1,27.0,300000,2026-05-31,33,3069,Croatia,Croatia,right,190,82,no,10.178478,10.03,5.45376,1.317546,5.62,CRO,Testing,2025,0.6692890204621798,0.6767419262586913,0.6695982822953652
734,K. Krizmanić,Gorica,Gorica,"LB, RCB, CB",LB,1,24.0,1500000,2025-06-30,32,3040,Croatia,Croatia,left,188,80,no,6.306730000000001,8.73,3.4941,1.4504,6.15,CRO,Testing,2025,0.4723182301348713,0.4747197238576921,0.4680169238372939
735,L. Lučić,Slaven Belupo,Slaven Belupo,LB,LB,1,30.0,250000,2026-05-31,31,2958,Croatia,"Croatia, Bosnia and Herzegovina",left,182,73,no,7.576932,9.92,3.802645,2.192575,7.48,CRO,Testing,2025,0.6455861065058124,0.6549019267379834,0.6465888497134284
736,A. Boršić,Varaždin,Varaždin,"LB, LWB",LB,1,29.0,550000,2026-05-31,33,2904,Croatia,Croatia,left,180,70,no,7.098975999999999,8.89,4.214655,1.11642,5.49,CRO,Testing,2025,0.5134727947366516,0.5148519945119637,0.5090850903823398
737,M. Devetak,Rijeka,Rijeka,LB,LB,1,26.0,700000,2027-06-30,31,2877,Serbia,"Serbia, Croatia",left,184,78,no,8.32403,8.04,4.160882,1.811872,4.82,CRO,Testing,2025,0.4911213965343946,0.4918951212239748,0.4861942048709488
738,M. Valinčić,Istra 1961,Istra 1961,RB,RB,1,22.0,0,2026-06-30,33,2842,Croatia,Croatia,right,182,73,no,10.26201,10.32,4.689083999999999,1.680417,7.01,CRO,Testing,2025,0.7398483495723057,0.7404400338922782,0.7374285374004348
739,D. Mikanović,Gorica,Gorica,"RB, RWB",RB,1,31.0,300000,2026-06-30,30,2602,Croatia,Croatia,right,174,70,no,7.577986999999999,8.61,3.97736,1.108032,5.48,CRO,Testing,2025,0.4836259455993349,0.5005386686114304,0.4867742522570754
740,N. Omerović,Osijek,Osijek,"RB, LW, LAMF",RB,1,22.0,1300000,2028-06-30,34,2569,Bosnia and Herzegovina,Bosnia and Herzegovina,right,175,68,no,12.539787,8.62,4.378118,0.6650280000000001,5.02,CRO,Testing,2025,0.5781088706368354,0.5950897169931598,0.5822790000873794
741,A. Bosec,Slaven Belupo,Slaven Belupo,RB,RB,1,27.0,500000,2025-05-31,29,2562,Croatia,Croatia,right,178,73,no,9.311568,10.08,5.442417000000001,0.949275,5.42,CRO,Testing,2025,0.6378024675837172,0.6459476290238954,0.6381324204868518
742,R. Pierre-Gabriel,Dinamo Zagreb,Dinamo Zagreb,"LB, RB",LB,1,26.0,3500000,2026-06-19,28,2485,France,"France, Martinique",right,177,80,no,7.644402,7.21,3.911495,0.8315239999999998,4.76,CRO,Testing,2025,0.4040307266557601,0.4158821943896946,0.4037901396517501
743,Š. Gržan,Šibenik,Šibenik,"RB, RWB",RB,1,31.0,200000,2025-06-15,27,2282,Croatia,Croatia,right,172,63,no,5.95722,7.18,3.74854,0.5532779999999999,4.02,CRO,Testing,2025,0.3121357377504965,0.3206170611183108,0.3092321088964635
744,A. Kadušić,Istra 1961,Istra 1961,"LB, RWB",LB,1,27.0,600000,2028-06-30,31,2222,Bosnia and Herzegovina,Bosnia and Herzegovina,right,176,73,no,7.250807999999999,8.91,4.862142,0.6496,4.78,CRO,Testing,2025,0.4852315182370385,0.5000084745376008,0.4873175607254274
745,M. Heister,Istra 1961,Istra 1961,"LB, LWB",LB,1,32.0,250000,2026-06-30,29,2195,Germany,"Germany, Croatia",left,182,79,no,8.734544000000001,8.82,4.634481,1.313046,4.68,CRO,Testing,2025,0.5213005835208308,0.5329885378843869,0.5222029281463442
746,Š. Hrgović,Hajduk Split,Hajduk Split,RB,RB,1,21.0,0,2028-06-30,29,2194,Croatia,Croatia,left,0,0,no,6.193847999999999,7.3,3.526082,0.7405919999999999,4.95,CRO,Testing,2025,0.3560286646277613,0.3685665695061641,0.3556332317288306
747,S. Ristovski,Dinamo Zagreb,Dinamo Zagreb,"RB, RCB",RB,1,33.0,1200000,2025-06-30,28,2077,North Macedonia,North Macedonia,right,183,75,no,7.495391999999999,7.02,3.25,1.904532,5.96,CRO,Testing,2025,0.4415391236426414,0.4477749982387286,0.4388533828617672
748,I. Diallo,Hajduk Split,Hajduk Split,LB,LB,1,28.0,1300000,2026-05-31,25,1974,Côte d'Ivoire,Côte d'Ivoire,left,178,74,no,10.986332,10.3,6.246914999999999,1.37,5.44,CRO,Testing,2025,0.7363833577816125,0.7315717494739099,0.731197454103806
749,D. Melnjak,Hajduk Split,Hajduk Split,"LB, RB",LB,1,32.0,1500000,2026-05-31,32,1840,Croatia,Croatia,left,179,72,no,6.75329,7.97,3.667734,1.22163,6.1,CRO,Testing,2025,0.45679413044983,0.4750339023725247,0.4603324866982721
